"Date","Wind Speed(mph)","Wind Dir","Gust Speed(mph)","Gust Dir","Visibility(miles)","Air Temp(°F)","Relative Humidity(%)","Dew Point(°F)","Rain?(y/n)","Rain Rate(in/hr)"
"2018/11/30 03:45 pm","12.8","WSW","19.2","SW","","40.3","79","34","No","0"
"2018/11/30 03:40 pm","12.8","WSW","19.2","SW","","40.3","80","34.5","No","0"
"2018/11/30 03:35 pm","8.7","SW","19.2","WSW","","40.3","79","34.3","No","0"
"2018/11/30 03:30 pm","9.2","WSW","19.2","WSW","","40.6","79","34.5","No","0"
"2018/11/30 03:25 pm","10.5","WSW","18.8","W","","40.6","79","34.7","No","0"
"2018/11/30 03:20 pm","11.2","WSW","19","SW","","40.5","79","34.5","No","0"
"2018/11/30 03:15 pm","8.1","WSW","22.4","WSW","","40.5","81","35.1","No","0"
"2018/11/30 03:10 pm","12.8","WSW","22.4","WSW","","40.8","81","35.2","No","0"
"2018/11/30 03:05 pm","12.1","WSW","17.9","W","","41.2","78","34.7","No","0"
"2018/11/30 03:00 pm","11.85","WSW","18.35","W","","41.35","77.5","34.7","No","0"
"2018/11/30 02:55 pm","12.3","W","18.8","W","","41.2","79","35.1","No","0"
"2018/11/30 02:50 pm","10.5","WSW","23","WSW","","41","79","34.7","No","0"
"2018/11/30 02:45 pm","11.2","WSW","22.1","SW","","41.7","76","34.7","No","0"
"2018/11/30 02:40 pm","12.1","WSW","22.1","SW","","41.7","76","34.6","No","0"
"2018/11/30 02:35 pm","10.75","WSW","20.45","WSW","","42.15","75","34.6","No","0"
"2018/11/30 02:30 pm","8.5","SW","18.8","WSW","","42.6","74","34.7","No","0"
"2018/11/30 02:25 pm","12.1","WSW","20.4","WSW","","42.6","74","34.9","No","0"
"2018/11/30 02:20 pm","11.2","WSW","20.4","WSW","","41.7","75","34.3","No","0"
"2018/11/30 02:15 pm","11.2","WSW","17.7","SW","","42.6","70","33.6","No","0"
"2018/11/30 02:10 pm","9.6","SW","20.6","SW","","41.5","75","34.3","No","0"
"2018/11/30 02:05 pm","13.9","WSW","21","SW","","41.9","73","33.8","No","0"
"2018/11/30 02:00 pm","11.9","SW","21","SW","","41.7","75","34.5","No","0"
"2018/11/30 01:55 pm","10.7","SW","17.4","SW","","42.1","74","34.2","No","0"
"2018/11/30 01:50 pm","10.7","SW","18.8","WSW","","41.2","77","34.3","No","0"
"2018/11/30 01:45 pm","9.2","WSW","18.8","WSW","","41.4","77","34.5","No","0"
"2018/11/30 01:40 pm","9.4","WSW","17","WSW","","40.8","79","34.9","No","0"
